Province,Station,Category,Year,Cases
Gauteng,Wierdabrug,All theft not mentioned elsewhere,2013,1338
Gauteng,Wierdabrug,All theft not mentioned elsewhere,2014,1152
Gauteng,Wierdabrug,All theft not mentioned elsewhere,2015,1188
Gauteng,Wierdabrug,Arson,2005,21
Gauteng,Wierdabrug,Arson,2006,23
Gauteng,Wierdabrug,Arson,2007,28
Gauteng,Wierdabrug,Arson,2008,23
Gauteng,Wierdabrug,Arson,2009,24
Gauteng,Wierdabrug,Arson,2010,24
Gauteng,Wierdabrug,Arson,2011,14
Gauteng,Wierdabrug,Arson,2012,6
Gauteng,Wierdabrug,Arson,2013,7
Gauteng,Wierdabrug,Arson,2014,7
Gauteng,Wierdabrug,Arson,2015,6
Gauteng,Wierdabrug,Assault with the intent to inflict grievous bodily harm,2005,299
Gauteng,Wierdabrug,Assault with the intent to inflict grievous bodily harm,2006,343
Gauteng,Wierdabrug,Assault with the intent to inflict grievous bodily harm,2007,370
Gauteng,Wierdabrug,Assault with the intent to inflict grievous bodily harm,2008,418
Gauteng,Wierdabrug,Assault with the intent to inflict grievous bodily harm,2009,435
Gauteng,Wierdabrug,Assault with the intent to inflict grievous bodily harm,2010,441
Gauteng,Wierdabrug,Assault with the intent to inflict grievous bodily harm,2011,147
Gauteng,Wierdabrug,Assault with the intent to inflict grievous bodily harm,2012,78
Gauteng,Wierdabrug,Assault with the intent to inflict grievous bodily harm,2013,88
Gauteng,Wierdabrug,Assault with the intent to inflict grievous bodily harm,2014,72
Gauteng,Wierdabrug,Assault with the intent to inflict grievous bodily harm,2015,86
Gauteng,Wierdabrug,Attempted murder,2005,58
Gauteng,Wierdabrug,Attempted murder,2006,71
Gauteng,Wierdabrug,Attempted murder,2007,69
Gauteng,Wierdabrug,Attempted murder,2008,61
Gauteng,Wierdabrug,Attempted murder,2009,91
Gauteng,Wierdabrug,Attempted murder,2010,80
Gauteng,Wierdabrug,Attempted murder,2011,29
Gauteng,Wierdabrug,Attempted murder,2012,25
Gauteng,Wierdabrug,Attempted murder,2013,28
Gauteng,Wierdabrug,Attempted murder,2014,32
Gauteng,Wierdabrug,Attempted murder,2015,27
Gauteng,Wierdabrug,Bank robbery,2005,0
Gauteng,Wierdabrug,Bank robbery,2006,1
Gauteng,Wierdabrug,Bank robbery,2007,1
Gauteng,Wierdabrug,Bank robbery,2008,2
Gauteng,Wierdabrug,Bank robbery,2009,0
Gauteng,Wierdabrug,Bank robbery,2010,0
Gauteng,Wierdabrug,Bank robbery,2011,0
Gauteng,Wierdabrug,Bank robbery,2012,0
Gauteng,Wierdabrug,Bank robbery,2013,0
Gauteng,Wierdabrug,Bank robbery,2014,0
Gauteng,Wierdabrug,Bank robbery,2015,0
Gauteng,Wierdabrug,Burglary at non-residential premises,2005,240
Gauteng,Wierdabrug,Burglary at non-residential premises,2006,301
Gauteng,Wierdabrug,Burglary at non-residential premises,2007,398
Gauteng,Wierdabrug,Burglary at non-residential premises,2008,483
Gauteng,Wierdabrug,Burglary at non-residential premises,2009,407
Gauteng,Wierdabrug,Burglary at non-residential premises,2010,290
Gauteng,Wierdabrug,Burglary at non-residential premises,2011,225
Gauteng,Wierdabrug,Burglary at non-residential premises,2012,255
Gauteng,Wierdabrug,Burglary at non-residential premises,2013,270
Gauteng,Wierdabrug,Burglary at non-residential premises,2014,185
Gauteng,Wierdabrug,Burglary at non-residential premises,2015,198
Gauteng,Wierdabrug,Burglary at residential premises,2005,1560
Gauteng,Wierdabrug,Burglary at residential premises,2006,1422
Gauteng,Wierdabrug,Burglary at residential premises,2007,1514
Gauteng,Wierdabrug,Burglary at residential premises,2008,2136
Gauteng,Wierdabrug,Burglary at residential premises,2009,2338
Gauteng,Wierdabrug,Burglary at residential premises,2010,2345
Gauteng,Wierdabrug,Burglary at residential premises,2011,1316
Gauteng,Wierdabrug,Burglary at residential premises,2012,1199
Gauteng,Wierdabrug,Burglary at residential premises,2013,1140
Gauteng,Wierdabrug,Burglary at residential premises,2014,1030
Gauteng,Wierdabrug,Burglary at residential premises,2015,1050
Gauteng,Wierdabrug,Carjacking,2005,65
Gauteng,Wierdabrug,Carjacking,2006,101
Gauteng,Wierdabrug,Carjacking,2007,93
Gauteng,Wierdabrug,Carjacking,2008,69
Gauteng,Wierdabrug,Carjacking,2009,91
Gauteng,Wierdabrug,Carjacking,2010,76
Gauteng,Wierdabrug,Carjacking,2011,61
Gauteng,Wierdabrug,Carjacking,2012,35
Gauteng,Wierdabrug,Carjacking,2013,50
Gauteng,Wierdabrug,Carjacking,2014,63
Gauteng,Wierdabrug,Carjacking,2015,38
Gauteng,Wierdabrug,Commercial crime,2005,202
Gauteng,Wierdabrug,Commercial crime,2006,247
Gauteng,Wierdabrug,Commercial crime,2007,280
Gauteng,Wierdabrug,Commercial crime,2008,424
Gauteng,Wierdabrug,Commercial crime,2009,526
Gauteng,Wierdabrug,Commercial crime,2010,655
Gauteng,Wierdabrug,Commercial crime,2011,630
Gauteng,Wierdabrug,Commercial crime,2012,443
Gauteng,Wierdabrug,Commercial crime,2013,417
Gauteng,Wierdabrug,Commercial crime,2014,392
Gauteng,Wierdabrug,Commercial crime,2015,403
Gauteng,Wierdabrug,Common assault,2005,509
Gauteng,Wierdabrug,Common assault,2006,607
Gauteng,Wierdabrug,Common assault,2007,731
Gauteng,Wierdabrug,Common assault,2008,712
Gauteng,Wierdabrug,Common assault,2009,545
Gauteng,Wierdabrug,Common assault,2010,502
Gauteng,Wierdabrug,Common assault,2011,399
Gauteng,Wierdabrug,Common assault,2012,285
Gauteng,Wierdabrug,Common assault,2013,244
Gauteng,Wierdabrug,Common assault,2014,265
Gauteng,Wierdabrug,Common assault,2015,272
Gauteng,Wierdabrug,Common robbery,2005,196
Gauteng,Wierdabrug,Common robbery,2006,240
Gauteng,Wierdabrug,Common robbery,2007,181
Gauteng,Wierdabrug,Common robbery,2008,218
Gauteng,Wierdabrug,Common robbery,2009,189
Gauteng,Wierdabrug,Common robbery,2010,180
Gauteng,Wierdabrug,Common robbery,2011,118
Gauteng,Wierdabrug,Common robbery,2012,85
Gauteng,Wierdabrug,Common robbery,2013,76
Gauteng,Wierdabrug,Common robbery,2014,76
Gauteng,Wierdabrug,Common robbery,2015,84
Gauteng,Wierdabrug,Driving under the influence of alcohol or drugs,2005,27
Gauteng,Wierdabrug,Driving under the influence of alcohol or drugs,2006,39
Gauteng,Wierdabrug,Driving under the influence of alcohol or drugs,2007,62
Gauteng,Wierdabrug,Driving under the influence of alcohol or drugs,2008,69
Gauteng,Wierdabrug,Driving under the influence of alcohol or drugs,2009,59
Gauteng,Wierdabrug,Driving under the influence of alcohol or drugs,2010,48
Gauteng,Wierdabrug,Driving under the influence of alcohol or drugs,2011,76
Gauteng,Wierdabrug,Driving under the influence of alcohol or drugs,2012,60
Gauteng,Wierdabrug,Driving under the influence of alcohol or drugs,2013,108
Gauteng,Wierdabrug,Driving under the influence of alcohol or drugs,2014,69
Gauteng,Wierdabrug,Driving under the influence of alcohol or drugs,2015,65
Gauteng,Wierdabrug,Drug-related crime,2005,74
Gauteng,Wierdabrug,Drug-related crime,2006,92
Gauteng,Wierdabrug,Drug-related crime,2007,80
Gauteng,Wierdabrug,Drug-related crime,2008,80
Gauteng,Wierdabrug,Drug-related crime,2009,103
Gauteng,Wierdabrug,Drug-related crime,2010,86
Gauteng,Wierdabrug,Drug-related crime,2011,227
Gauteng,Wierdabrug,Drug-related crime,2012,353
Gauteng,Wierdabrug,Drug-related crime,2013,214
Gauteng,Wierdabrug,Drug-related crime,2014,232
Gauteng,Wierdabrug,Drug-related crime,2015,239
Gauteng,Wierdabrug,Illegal possession of firearms and ammunition,2005,12
Gauteng,Wierdabrug,Illegal possession of firearms and ammunition,2006,14
Gauteng,Wierdabrug,Illegal possession of firearms and ammunition,2007,25
Gauteng,Wierdabrug,Illegal possession of firearms and ammunition,2008,13
Gauteng,Wierdabrug,Illegal possession of firearms and ammunition,2009,18
Gauteng,Wierdabrug,Illegal possession of firearms and ammunition,2010,19
Gauteng,Wierdabrug,Illegal possession of firearms and ammunition,2011,5
Gauteng,Wierdabrug,Illegal possession of firearms and ammunition,2012,4
Gauteng,Wierdabrug,Illegal possession of firearms and ammunition,2013,12
Gauteng,Wierdabrug,Illegal possession of firearms and ammunition,2014,15
Gauteng,Wierdabrug,Illegal possession of firearms and ammunition,2015,17
Gauteng,Wierdabrug,Malicious damage to property,2005,513
Gauteng,Wierdabrug,Malicious damage to property,2006,557
Gauteng,Wierdabrug,Malicious damage to property,2007,559
Gauteng,Wierdabrug,Malicious damage to property,2008,693
Gauteng,Wierdabrug,Malicious damage to property,2009,723
Gauteng,Wierdabrug,Malicious damage to property,2010,711
Gauteng,Wierdabrug,Malicious damage to property,2011,605
Gauteng,Wierdabrug,Malicious damage to property,2012,548
Gauteng,Wierdabrug,Malicious damage to property,2013,471
Gauteng,Wierdabrug,Malicious damage to property,2014,424
Gauteng,Wierdabrug,Malicious damage to property,2015,362
Gauteng,Wierdabrug,Murder,2005,40
Gauteng,Wierdabrug,Murder,2006,46
Gauteng,Wierdabrug,Murder,2007,28
Gauteng,Wierdabrug,Murder,2008,31
Gauteng,Wierdabrug,Murder,2009,40
Gauteng,Wierdabrug,Murder,2010,36
Gauteng,Wierdabrug,Murder,2011,12
Gauteng,Wierdabrug,Murder,2012,8
Gauteng,Wierdabrug,Murder,2013,14
Gauteng,Wierdabrug,Murder,2014,3
Gauteng,Wierdabrug,Murder,2015,11
Gauteng,Wierdabrug,Robbery at non-residential premises,2005,55
Gauteng,Wierdabrug,Robbery at non-residential premises,2006,53
Gauteng,Wierdabrug,Robbery at non-residential premises,2007,81
Gauteng,Wierdabrug,Robbery at non-residential premises,2008,98
Gauteng,Wierdabrug,Robbery at non-residential premises,2009,107
Gauteng,Wierdabrug,Robbery at non-residential premises,2010,61
Gauteng,Wierdabrug,Robbery at non-residential premises,2011,29
Gauteng,Wierdabrug,Robbery at non-residential premises,2012,31
Gauteng,Wierdabrug,Robbery at non-residential premises,2013,38
Gauteng,Wierdabrug,Robbery at non-residential premises,2014,20
Gauteng,Wierdabrug,Robbery at non-residential premises,2015,44
Gauteng,Wierdabrug,Robbery at residential premises,2005,122
Gauteng,Wierdabrug,Robbery at residential premises,2006,149
Gauteng,Wierdabrug,Robbery at residential premises,2007,174
Gauteng,Wierdabrug,Robbery at residential premises,2008,230
Gauteng,Wierdabrug,Robbery at residential premises,2009,260
Gauteng,Wierdabrug,Robbery at residential premises,2010,259
Gauteng,Wierdabrug,Robbery at residential premises,2011,150
Gauteng,Wierdabrug,Robbery at residential premises,2012,132
Gauteng,Wierdabrug,Robbery at residential premises,2013,150
Gauteng,Wierdabrug,Robbery at residential premises,2014,120
Gauteng,Wierdabrug,Robbery at residential premises,2015,96
Gauteng,Wierdabrug,Robbery of cash in transit,2005,2
Gauteng,Wierdabrug,Robbery of cash in transit,2006,0
Gauteng,Wierdabrug,Robbery of cash in transit,2007,1
Gauteng,Wierdabrug,Robbery of cash in transit,2008,0
Gauteng,Wierdabrug,Robbery of cash in transit,2009,3
Gauteng,Wierdabrug,Robbery of cash in transit,2010,0
Gauteng,Wierdabrug,Robbery of cash in transit,2011,0
Gauteng,Wierdabrug,Robbery of cash in transit,2012,0
Gauteng,Wierdabrug,Robbery of cash in transit,2013,0
Gauteng,Wierdabrug,Robbery of cash in transit,2014,1
Gauteng,Wierdabrug,Robbery of cash in transit,2015,0
Gauteng,Wierdabrug,Robbery with aggravating circumstances,2005,527
Gauteng,Wierdabrug,Robbery with aggravating circumstances,2006,626
Gauteng,Wierdabrug,Robbery with aggravating circumstances,2007,654
Gauteng,Wierdabrug,Robbery with aggravating circumstances,2008,701
Gauteng,Wierdabrug,Robbery with aggravating circumstances,2009,815
Gauteng,Wierdabrug,Robbery with aggravating circumstances,2010,661
Gauteng,Wierdabrug,Robbery with aggravating circumstances,2011,389
Gauteng,Wierdabrug,Robbery with aggravating circumstances,2012,306
Gauteng,Wierdabrug,Robbery with aggravating circumstances,2013,403
Gauteng,Wierdabrug,Robbery with aggravating circumstances,2014,380
Gauteng,Wierdabrug,Robbery with aggravating circumstances,2015,334
Gauteng,Wierdabrug,Sexual Offences,2005,107
Gauteng,Wierdabrug,Sexual Offences,2006,106
Gauteng,Wierdabrug,Sexual Offences,2007,142
Gauteng,Wierdabrug,Sexual Offences,2008,169
Gauteng,Wierdabrug,Sexual Offences,2009,237
Gauteng,Wierdabrug,Sexual Offences,2010,156
Gauteng,Wierdabrug,Sexual Offences,2011,61
Gauteng,Wierdabrug,Sexual Offences,2012,46
Gauteng,Wierdabrug,Sexual Offences,2013,37
Gauteng,Wierdabrug,Sexual Offences,2014,37
Gauteng,Wierdabrug,Sexual Offences,2015,45
Gauteng,Wierdabrug,Sexual offences as result of police action,2005,0
Gauteng,Wierdabrug,Sexual offences as result of police action,2006,0
Gauteng,Wierdabrug,Sexual offences as result of police action,2007,0
Gauteng,Wierdabrug,Sexual offences as result of police action,2008,0
Gauteng,Wierdabrug,Sexual offences as result of police action,2009,0
Gauteng,Wierdabrug,Sexual offences as result of police action,2010,0
Gauteng,Wierdabrug,Sexual offences as result of police action,2011,23
Gauteng,Wierdabrug,Sexual offences as result of police action,2012,7
Gauteng,Wierdabrug,Sexual offences as result of police action,2013,2
Gauteng,Wierdabrug,Sexual offences as result of police action,2014,2
Gauteng,Wierdabrug,Sexual offences as result of police action,2015,0
Gauteng,Wierdabrug,Shoplifting,2005,56
Gauteng,Wierdabrug,Shoplifting,2006,95
Gauteng,Wierdabrug,Shoplifting,2007,100
Gauteng,Wierdabrug,Shoplifting,2008,220
Gauteng,Wierdabrug,Shoplifting,2009,314
Gauteng,Wierdabrug,Shoplifting,2010,155
Gauteng,Wierdabrug,Shoplifting,2011,150
Gauteng,Wierdabrug,Shoplifting,2012,200
Gauteng,Wierdabrug,Shoplifting,2013,201
Gauteng,Wierdabrug,Shoplifting,2014,159
Gauteng,Wierdabrug,Shoplifting,2015,205
Gauteng,Wierdabrug,Stock-theft,2005,2
Gauteng,Wierdabrug,Stock-theft,2006,4
Gauteng,Wierdabrug,Stock-theft,2007,2
Gauteng,Wierdabrug,Stock-theft,2008,2
Gauteng,Wierdabrug,Stock-theft,2009,2
Gauteng,Wierdabrug,Stock-theft,2010,1
Gauteng,Wierdabrug,Stock-theft,2011,0
Gauteng,Wierdabrug,Stock-theft,2012,0
Gauteng,Wierdabrug,Stock-theft,2013,2
Gauteng,Wierdabrug,Stock-theft,2014,0
Gauteng,Wierdabrug,Stock-theft,2015,0
Gauteng,Wierdabrug,Theft of motor vehicle and motorcycle,2005,668
Gauteng,Wierdabrug,Theft of motor vehicle and motorcycle,2006,644
Gauteng,Wierdabrug,Theft of motor vehicle and motorcycle,2007,714
Gauteng,Wierdabrug,Theft of motor vehicle and motorcycle,2008,777
Gauteng,Wierdabrug,Theft of motor vehicle and motorcycle,2009,678
Gauteng,Wierdabrug,Theft of motor vehicle and motorcycle,2010,670
Gauteng,Wierdabrug,Theft of motor vehicle and motorcycle,2011,608
Gauteng,Wierdabrug,Theft of motor vehicle and motorcycle,2012,675
Gauteng,Wierdabrug,Theft of motor vehicle and motorcycle,2013,573
Gauteng,Wierdabrug,Theft of motor vehicle and motorcycle,2014,465
Gauteng,Wierdabrug,Theft of motor vehicle and motorcycle,2015,416
Gauteng,Wierdabrug,Theft out of or from motor vehicle,2005,1002
Gauteng,Wierdabrug,Theft out of or from motor vehicle,2006,1005
Gauteng,Wierdabrug,Theft out of or from motor vehicle,2007,893
Gauteng,Wierdabrug,Theft out of or from motor vehicle,2008,865
Gauteng,Wierdabrug,Theft out of or from motor vehicle,2009,1051
Gauteng,Wierdabrug,Theft out of or from motor vehicle,2010,1019
Gauteng,Wierdabrug,Theft out of or from motor vehicle,2011,1112
Gauteng,Wierdabrug,Theft out of or from motor vehicle,2012,1052
Gauteng,Wierdabrug,Theft out of or from motor vehicle,2013,1005
Gauteng,Wierdabrug,Theft out of or from motor vehicle,2014,901
Gauteng,Wierdabrug,Theft out of or from motor vehicle,2015,879
Gauteng,Wierdabrug,Truck hijacking,2005,7
Gauteng,Wierdabrug,Truck hijacking,2006,13
Gauteng,Wierdabrug,Truck hijacking,2007,17
Gauteng,Wierdabrug,Truck hijacking,2008,26
Gauteng,Wierdabrug,Truck hijacking,2009,22
Gauteng,Wierdabrug,Truck hijacking,2010,12
Gauteng,Wierdabrug,Truck hijacking,2011,4
Gauteng,Wierdabrug,Truck hijacking,2012,4
Gauteng,Wierdabrug,Truck hijacking,2013,3
Gauteng,Wierdabrug,Truck hijacking,2014,2
Gauteng,Wierdabrug,Truck hijacking,2015,5
Gauteng,Wonderboompoort,All theft not mentioned elsewhere,2005,693
Gauteng,Wonderboompoort,All theft not mentioned elsewhere,2006,749
Gauteng,Wonderboompoort,All theft not mentioned elsewhere,2007,517
Gauteng,Wonderboompoort,All theft not mentioned elsewhere,2008,501
Gauteng,Wonderboompoort,All theft not mentioned elsewhere,2009,488
Gauteng,Wonderboompoort,All theft not mentioned elsewhere,2010,627
Gauteng,Wonderboompoort,All theft not mentioned elsewhere,2011,545
Gauteng,Wonderboompoort,All theft not mentioned elsewhere,2012,387
Gauteng,Wonderboompoort,All theft not mentioned elsewhere,2013,407
Gauteng,Wonderboompoort,All theft not mentioned elsewhere,2014,416
Gauteng,Wonderboompoort,All theft not mentioned elsewhere,2015,408
Gauteng,Wonderboompoort,Arson,2005,5
Gauteng,Wonderboompoort,Arson,2006,4
Gauteng,Wonderboompoort,Arson,2007,2
Gauteng,Wonderboompoort,Arson,2008,6
Gauteng,Wonderboompoort,Arson,2009,1
Gauteng,Wonderboompoort,Arson,2010,3
Gauteng,Wonderboompoort,Arson,2011,1
Gauteng,Wonderboompoort,Arson,2012,0
Gauteng,Wonderboompoort,Arson,2013,2
Gauteng,Wonderboompoort,Arson,2014,5
Gauteng,Wonderboompoort,Arson,2015,0
Gauteng,Wonderboompoort,Assault with the intent to inflict grievous bodily harm,2005,56
Gauteng,Wonderboompoort,Assault with the intent to inflict grievous bodily harm,2006,48
Gauteng,Wonderboompoort,Assault with the intent to inflict grievous bodily harm,2007,63
Gauteng,Wonderboompoort,Assault with the intent to inflict grievous bodily harm,2008,58
Gauteng,Wonderboompoort,Assault with the intent to inflict grievous bodily harm,2009,47
Gauteng,Wonderboompoort,Assault with the intent to inflict grievous bodily harm,2010,35
Gauteng,Wonderboompoort,Assault with the intent to inflict grievous bodily harm,2011,37
Gauteng,Wonderboompoort,Assault with the intent to inflict grievous bodily harm,2012,39
Gauteng,Wonderboompoort,Assault with the intent to inflict grievous bodily harm,2013,27
Gauteng,Wonderboompoort,Assault with the intent to inflict grievous bodily harm,2014,23
Gauteng,Wonderboompoort,Assault with the intent to inflict grievous bodily harm,2015,17
Gauteng,Wonderboompoort,Attempted murder,2005,15
Gauteng,Wonderboompoort,Attempted murder,2006,13
Gauteng,Wonderboompoort,Attempted murder,2007,3
Gauteng,Wonderboompoort,Attempted murder,2008,12
Gauteng,Wonderboompoort,Attempted murder,2009,15
